,cellID,cellType,sampleID
2170,human2_lib1.final_cell_0234,activated_stellate,indiv2
2183,human2_lib1.final_cell_0247,activated_stellate,indiv2
2202,human2_lib1.final_cell_0266,activated_stellate,indiv2
2205,human2_lib1.final_cell_0269,activated_stellate,indiv2
2223,human2_lib1.final_cell_0287,activated_stellate,indiv2
2286,human2_lib1.final_cell_0350,activated_stellate,indiv2
2330,human2_lib1.final_cell_0394,activated_stellate,indiv2
2342,human2_lib1.final_cell_0406,activated_stellate,indiv2
2380,human2_lib1.final_cell_0444,activated_stellate,indiv2
2393,human2_lib1.final_cell_0457,activated_stellate,indiv2
2407,human2_lib1.final_cell_0471,activated_stellate,indiv2
2417,human2_lib1.final_cell_0481,activated_stellate,indiv2
2431,human2_lib1.final_cell_0495,activated_stellate,indiv2
2459,human2_lib1.final_cell_0523,activated_stellate,indiv2
2507,human2_lib2.final_cell_0012,activated_stellate,indiv2
2524,human2_lib2.final_cell_0029,activated_stellate,indiv2
2564,human2_lib2.final_cell_0069,activated_stellate,indiv2
2580,human2_lib2.final_cell_0085,activated_stellate,indiv2
2597,human2_lib2.final_cell_0102,activated_stellate,indiv2
2599,human2_lib2.final_cell_0104,activated_stellate,indiv2
2607,human2_lib2.final_cell_0112,activated_stellate,indiv2
2614,human2_lib2.final_cell_0119,activated_stellate,indiv2
2640,human2_lib2.final_cell_0145,activated_stellate,indiv2
2675,human2_lib2.final_cell_0180,activated_stellate,indiv2
2696,human2_lib2.final_cell_0201,activated_stellate,indiv2
2716,human2_lib2.final_cell_0221,activated_stellate,indiv2
2777,human2_lib2.final_cell_0282,activated_stellate,indiv2
2785,human2_lib2.final_cell_0290,activated_stellate,indiv2
2803,human2_lib2.final_cell_0308,activated_stellate,indiv2
2818,human2_lib2.final_cell_0323,activated_stellate,indiv2
2826,human2_lib2.final_cell_0331,activated_stellate,indiv2
2841,human2_lib2.final_cell_0346,activated_stellate,indiv2
2870,human2_lib2.final_cell_0375,activated_stellate,indiv2
2881,human2_lib2.final_cell_0386,activated_stellate,indiv2
2896,human2_lib2.final_cell_0401,activated_stellate,indiv2
2924,human2_lib2.final_cell_0429,activated_stellate,indiv2
2943,human2_lib2.final_cell_0448,activated_stellate,indiv2
2971,human2_lib2.final_cell_0476,activated_stellate,indiv2
2995,human2_lib2.final_cell_0500,activated_stellate,indiv2
3048,human2_lib2.final_cell_0553,activated_stellate,indiv2
3054,human2_lib2.final_cell_0559,activated_stellate,indiv2
3063,human2_lib2.final_cell_0568,activated_stellate,indiv2
3066,human2_lib2.final_cell_0571,activated_stellate,indiv2
3139,human2_lib3.final_cell_0044,activated_stellate,indiv2
3152,human2_lib3.final_cell_0057,activated_stellate,indiv2
3157,human2_lib3.final_cell_0062,activated_stellate,indiv2
3195,human2_lib3.final_cell_0100,activated_stellate,indiv2
3197,human2_lib3.final_cell_0102,activated_stellate,indiv2
3203,human2_lib3.final_cell_0108,activated_stellate,indiv2
3212,human2_lib3.final_cell_0117,activated_stellate,indiv2
3219,human2_lib3.final_cell_0124,activated_stellate,indiv2
3226,human2_lib3.final_cell_0131,activated_stellate,indiv2
3250,human2_lib3.final_cell_0155,activated_stellate,indiv2
3261,human2_lib3.final_cell_0166,activated_stellate,indiv2
3278,human2_lib3.final_cell_0183,activated_stellate,indiv2
3322,human2_lib3.final_cell_0227,activated_stellate,indiv2
3335,human2_lib3.final_cell_0240,activated_stellate,indiv2
3342,human2_lib3.final_cell_0247,activated_stellate,indiv2
3360,human2_lib3.final_cell_0265,activated_stellate,indiv2
3368,human2_lib3.final_cell_0273,activated_stellate,indiv2
3374,human2_lib3.final_cell_0279,activated_stellate,indiv2
3375,human2_lib3.final_cell_0280,activated_stellate,indiv2
3384,human2_lib3.final_cell_0289,activated_stellate,indiv2
3449,human2_lib3.final_cell_0354,activated_stellate,indiv2
3452,human2_lib3.final_cell_0357,activated_stellate,indiv2
3583,human2_lib3.final_cell_0488,activated_stellate,indiv2
3595,human2_lib3.final_cell_0500,activated_stellate,indiv2
3640,human2_lib3.final_cell_0545,activated_stellate,indiv2
3642,human2_lib3.final_cell_0547,activated_stellate,indiv2
3656,human2_lib3.final_cell_0561,activated_stellate,indiv2
3659,human2_lib3.final_cell_0564,activated_stellate,indiv2
18,human1_lib1.final_cell_0019,ductal,indiv1
22,human1_lib1.final_cell_0023,ductal,indiv1
60,human1_lib1.final_cell_0061,ductal,indiv1
63,human1_lib1.final_cell_0064,ductal,indiv1
64,human1_lib1.final_cell_0065,ductal,indiv1
147,human1_lib1.final_cell_0148,ductal,indiv1
148,human1_lib1.final_cell_0149,ductal,indiv1
202,human1_lib1.final_cell_0203,ductal,indiv1
206,human1_lib1.final_cell_0207,ductal,indiv1
208,human1_lib1.final_cell_0209,ductal,indiv1
215,human1_lib1.final_cell_0216,ductal,indiv1
216,human1_lib1.final_cell_0217,ductal,indiv1
229,human1_lib1.final_cell_0230,ductal,indiv1
260,human1_lib1.final_cell_0261,ductal,indiv1
277,human1_lib1.final_cell_0278,ductal,indiv1
283,human1_lib1.final_cell_0284,ductal,indiv1
329,human1_lib1.final_cell_0330,ductal,indiv1
341,human1_lib1.final_cell_0342,ductal,indiv1
373,human1_lib1.final_cell_0374,ductal,indiv1
374,human1_lib1.final_cell_0375,ductal,indiv1
409,human1_lib1.final_cell_0410,ductal,indiv1
411,human1_lib1.final_cell_0412,ductal,indiv1
417,human1_lib1.final_cell_0418,ductal,indiv1
436,human1_lib1.final_cell_0437,ductal,indiv1
439,human1_lib1.final_cell_0440,ductal,indiv1
442,human1_lib1.final_cell_0443,ductal,indiv1
448,human1_lib1.final_cell_0449,ductal,indiv1
476,human1_lib1.final_cell_0477,ductal,indiv1
543,human1_lib1.final_cell_0544,ductal,indiv1
554,human1_lib1.final_cell_0555,ductal,indiv1
556,human1_lib1.final_cell_0557,ductal,indiv1
566,human1_lib1.final_cell_0567,ductal,indiv1
577,human1_lib2.final_cell_0010,ductal,indiv1
591,human1_lib2.final_cell_0024,ductal,indiv1
612,human1_lib2.final_cell_0045,ductal,indiv1
633,human1_lib2.final_cell_0066,ductal,indiv1
670,human1_lib2.final_cell_0103,ductal,indiv1
673,human1_lib2.final_cell_0106,ductal,indiv1
689,human1_lib2.final_cell_0122,ductal,indiv1
695,human1_lib2.final_cell_0128,ductal,indiv1
712,human1_lib2.final_cell_0145,ductal,indiv1
715,human1_lib2.final_cell_0148,ductal,indiv1
727,human1_lib2.final_cell_0160,ductal,indiv1
749,human1_lib2.final_cell_0182,ductal,indiv1
773,human1_lib2.final_cell_0206,ductal,indiv1
779,human1_lib2.final_cell_0212,ductal,indiv1
784,human1_lib2.final_cell_0217,ductal,indiv1
818,human1_lib2.final_cell_0251,ductal,indiv1
824,human1_lib2.final_cell_0257,ductal,indiv1
835,human1_lib2.final_cell_0268,ductal,indiv1
886,human1_lib2.final_cell_0319,ductal,indiv1
888,human1_lib2.final_cell_0321,ductal,indiv1
893,human1_lib2.final_cell_0326,ductal,indiv1
897,human1_lib2.final_cell_0330,ductal,indiv1
899,human1_lib2.final_cell_0332,ductal,indiv1
902,human1_lib2.final_cell_0335,ductal,indiv1
956,human1_lib2.final_cell_0389,ductal,indiv1
969,human1_lib2.final_cell_0402,ductal,indiv1
979,human1_lib2.final_cell_0412,ductal,indiv1
997,human1_lib2.final_cell_0430,ductal,indiv1
1008,human1_lib2.final_cell_0441,ductal,indiv1
1022,human1_lib2.final_cell_0455,ductal,indiv1
1032,human1_lib2.final_cell_0465,ductal,indiv1
1045,human1_lib2.final_cell_0478,ductal,indiv1
1051,human1_lib2.final_cell_0484,ductal,indiv1
1061,human1_lib2.final_cell_0494,ductal,indiv1
1068,human1_lib2.final_cell_0501,ductal,indiv1
1092,human1_lib2.final_cell_0525,ductal,indiv1
1099,human1_lib2.final_cell_0532,ductal,indiv1
1100,human1_lib2.final_cell_0533,ductal,indiv1
1104,human1_lib2.final_cell_0537,ductal,indiv1
1139,human1_lib2.final_cell_0572,ductal,indiv1
1141,human1_lib2.final_cell_0574,ductal,indiv1
1225,human1_lib3.final_cell_0029,ductal,indiv1
1240,human1_lib3.final_cell_0044,ductal,indiv1
1252,human1_lib3.final_cell_0056,ductal,indiv1
1269,human1_lib3.final_cell_0073,ductal,indiv1
1307,human1_lib3.final_cell_0111,ductal,indiv1
1311,human1_lib3.final_cell_0115,ductal,indiv1
1314,human1_lib3.final_cell_0118,ductal,indiv1
1357,human1_lib3.final_cell_0161,ductal,indiv1
1379,human1_lib3.final_cell_0183,ductal,indiv1
1380,human1_lib3.final_cell_0184,ductal,indiv1
1393,human1_lib3.final_cell_0197,ductal,indiv1
1401,human1_lib3.final_cell_0205,ductal,indiv1
1413,human1_lib3.final_cell_0217,ductal,indiv1
1414,human1_lib3.final_cell_0218,ductal,indiv1
1431,human1_lib3.final_cell_0235,ductal,indiv1
1432,human1_lib3.final_cell_0236,ductal,indiv1
1437,human1_lib3.final_cell_0241,ductal,indiv1
1442,human1_lib3.final_cell_0246,ductal,indiv1
1448,human1_lib3.final_cell_0252,ductal,indiv1
1470,human1_lib3.final_cell_0274,ductal,indiv1
1475,human1_lib3.final_cell_0279,ductal,indiv1
1487,human1_lib3.final_cell_0291,ductal,indiv1
1523,human1_lib3.final_cell_0327,ductal,indiv1
1524,human1_lib3.final_cell_0328,ductal,indiv1
1553,human1_lib3.final_cell_0357,ductal,indiv1
1563,human1_lib3.final_cell_0367,ductal,indiv1
1568,human1_lib3.final_cell_0372,ductal,indiv1
1575,human1_lib3.final_cell_0379,ductal,indiv1
1607,human1_lib3.final_cell_0411,ductal,indiv1
1610,human1_lib3.final_cell_0414,ductal,indiv1
1614,human1_lib3.final_cell_0418,ductal,indiv1
1621,human1_lib3.final_cell_0425,ductal,indiv1
1624,human1_lib3.final_cell_0428,ductal,indiv1
1634,human1_lib3.final_cell_0438,ductal,indiv1
1635,human1_lib3.final_cell_0439,ductal,indiv1
1641,human1_lib3.final_cell_0445,ductal,indiv1
1644,human1_lib3.final_cell_0448,ductal,indiv1
1670,human1_lib3.final_cell_0474,ductal,indiv1
1751,human1_lib3.final_cell_0555,ductal,indiv1
1774,human1_lib3.final_cell_0578,ductal,indiv1
1794,human1_lib3.final_cell_0598,ductal,indiv1
1799,human1_lib3.final_cell_0603,ductal,indiv1
1806,human1_lib3.final_cell_0610,ductal,indiv1
1846,human1_lib3.final_cell_0650,ductal,indiv1
1857,human1_lib3.final_cell_0661,ductal,indiv1
1875,human1_lib3.final_cell_0679,ductal,indiv1
1918,human1_lib3.final_cell_0722,ductal,indiv1
1946,human2_lib1.final_cell_0010,ductal,indiv2
1954,human2_lib1.final_cell_0018,ductal,indiv2
1957,human2_lib1.final_cell_0021,ductal,indiv2
1961,human2_lib1.final_cell_0025,ductal,indiv2
1964,human2_lib1.final_cell_0028,ductal,indiv2
1965,human2_lib1.final_cell_0029,ductal,indiv2
1966,human2_lib1.final_cell_0030,ductal,indiv2
1968,human2_lib1.final_cell_0032,ductal,indiv2
1974,human2_lib1.final_cell_0038,ductal,indiv2
1979,human2_lib1.final_cell_0043,ductal,indiv2
1985,human2_lib1.final_cell_0049,ductal,indiv2
1987,human2_lib1.final_cell_0051,ductal,indiv2
2003,human2_lib1.final_cell_0067,ductal,indiv2
2005,human2_lib1.final_cell_0069,ductal,indiv2
2007,human2_lib1.final_cell_0071,ductal,indiv2
2010,human2_lib1.final_cell_0074,ductal,indiv2
2014,human2_lib1.final_cell_0078,ductal,indiv2
2018,human2_lib1.final_cell_0082,ductal,indiv2
2019,human2_lib1.final_cell_0083,ductal,indiv2
2022,human2_lib1.final_cell_0086,ductal,indiv2
2030,human2_lib1.final_cell_0094,ductal,indiv2
2034,human2_lib1.final_cell_0098,ductal,indiv2
2048,human2_lib1.final_cell_0112,ductal,indiv2
2049,human2_lib1.final_cell_0113,ductal,indiv2
2053,human2_lib1.final_cell_0117,ductal,indiv2
2057,human2_lib1.final_cell_0121,ductal,indiv2
2061,human2_lib1.final_cell_0125,ductal,indiv2
2065,human2_lib1.final_cell_0129,ductal,indiv2
2070,human2_lib1.final_cell_0134,ductal,indiv2
2072,human2_lib1.final_cell_0136,ductal,indiv2
2074,human2_lib1.final_cell_0138,ductal,indiv2
2087,human2_lib1.final_cell_0151,ductal,indiv2
2091,human2_lib1.final_cell_0155,ductal,indiv2
2095,human2_lib1.final_cell_0159,ductal,indiv2
2096,human2_lib1.final_cell_0160,ductal,indiv2
2113,human2_lib1.final_cell_0177,ductal,indiv2
2117,human2_lib1.final_cell_0181,ductal,indiv2
2122,human2_lib1.final_cell_0186,ductal,indiv2
2126,human2_lib1.final_cell_0190,ductal,indiv2
2128,human2_lib1.final_cell_0192,ductal,indiv2
2130,human2_lib1.final_cell_0194,ductal,indiv2
2141,human2_lib1.final_cell_0205,ductal,indiv2
2149,human2_lib1.final_cell_0213,ductal,indiv2
2168,human2_lib1.final_cell_0232,ductal,indiv2
2187,human2_lib1.final_cell_0251,ductal,indiv2
2192,human2_lib1.final_cell_0256,ductal,indiv2
2193,human2_lib1.final_cell_0257,ductal,indiv2
2197,human2_lib1.final_cell_0261,ductal,indiv2
2199,human2_lib1.final_cell_0263,ductal,indiv2
2212,human2_lib1.final_cell_0276,ductal,indiv2
2217,human2_lib1.final_cell_0281,ductal,indiv2
2220,human2_lib1.final_cell_0284,ductal,indiv2
2233,human2_lib1.final_cell_0297,ductal,indiv2
2239,human2_lib1.final_cell_0303,ductal,indiv2
2243,human2_lib1.final_cell_0307,ductal,indiv2
2245,human2_lib1.final_cell_0309,ductal,indiv2
2249,human2_lib1.final_cell_0313,ductal,indiv2
2250,human2_lib1.final_cell_0314,ductal,indiv2
2253,human2_lib1.final_cell_0317,ductal,indiv2
2255,human2_lib1.final_cell_0319,ductal,indiv2
2257,human2_lib1.final_cell_0321,ductal,indiv2
2259,human2_lib1.final_cell_0323,ductal,indiv2
2263,human2_lib1.final_cell_0327,ductal,indiv2
2264,human2_lib1.final_cell_0328,ductal,indiv2
2277,human2_lib1.final_cell_0341,ductal,indiv2
2280,human2_lib1.final_cell_0344,ductal,indiv2
2282,human2_lib1.final_cell_0346,ductal,indiv2
2283,human2_lib1.final_cell_0347,ductal,indiv2
2284,human2_lib1.final_cell_0348,ductal,indiv2
2287,human2_lib1.final_cell_0351,ductal,indiv2
2294,human2_lib1.final_cell_0358,ductal,indiv2
2298,human2_lib1.final_cell_0362,ductal,indiv2
2309,human2_lib1.final_cell_0373,ductal,indiv2
2316,human2_lib1.final_cell_0380,ductal,indiv2
2317,human2_lib1.final_cell_0381,ductal,indiv2
2327,human2_lib1.final_cell_0391,ductal,indiv2
2331,human2_lib1.final_cell_0395,ductal,indiv2
2332,human2_lib1.final_cell_0396,ductal,indiv2
2339,human2_lib1.final_cell_0403,ductal,indiv2
2347,human2_lib1.final_cell_0411,ductal,indiv2
2359,human2_lib1.final_cell_0423,ductal,indiv2
2362,human2_lib1.final_cell_0426,ductal,indiv2
2367,human2_lib1.final_cell_0431,ductal,indiv2
2370,human2_lib1.final_cell_0434,ductal,indiv2
2374,human2_lib1.final_cell_0438,ductal,indiv2
2382,human2_lib1.final_cell_0446,ductal,indiv2
2386,human2_lib1.final_cell_0450,ductal,indiv2
2392,human2_lib1.final_cell_0456,ductal,indiv2
2403,human2_lib1.final_cell_0467,ductal,indiv2
2409,human2_lib1.final_cell_0473,ductal,indiv2
2415,human2_lib1.final_cell_0479,ductal,indiv2
2426,human2_lib1.final_cell_0490,ductal,indiv2
2447,human2_lib1.final_cell_0511,ductal,indiv2
2453,human2_lib1.final_cell_0517,ductal,indiv2
2456,human2_lib1.final_cell_0520,ductal,indiv2
2460,human2_lib1.final_cell_0524,ductal,indiv2
2469,human2_lib1.final_cell_0533,ductal,indiv2
2470,human2_lib1.final_cell_0534,ductal,indiv2
2471,human2_lib1.final_cell_0535,ductal,indiv2
2472,human2_lib1.final_cell_0536,ductal,indiv2
2475,human2_lib1.final_cell_0539,ductal,indiv2
2482,human2_lib1.final_cell_0546,ductal,indiv2
2483,human2_lib1.final_cell_0547,ductal,indiv2
2486,human2_lib1.final_cell_0550,ductal,indiv2
2489,human2_lib1.final_cell_0553,ductal,indiv2
2491,human2_lib1.final_cell_0555,ductal,indiv2
2494,human2_lib1.final_cell_0558,ductal,indiv2
2502,human2_lib2.final_cell_0007,ductal,indiv2
2510,human2_lib2.final_cell_0015,ductal,indiv2
2511,human2_lib2.final_cell_0016,ductal,indiv2
2512,human2_lib2.final_cell_0017,ductal,indiv2
2513,human2_lib2.final_cell_0018,ductal,indiv2
2519,human2_lib2.final_cell_0024,ductal,indiv2
2525,human2_lib2.final_cell_0030,ductal,indiv2
2527,human2_lib2.final_cell_0032,ductal,indiv2
2530,human2_lib2.final_cell_0035,ductal,indiv2
2531,human2_lib2.final_cell_0036,ductal,indiv2
2538,human2_lib2.final_cell_0043,ductal,indiv2
2539,human2_lib2.final_cell_0044,ductal,indiv2
2540,human2_lib2.final_cell_0045,ductal,indiv2
2545,human2_lib2.final_cell_0050,ductal,indiv2
2547,human2_lib2.final_cell_0052,ductal,indiv2
2548,human2_lib2.final_cell_0053,ductal,indiv2
2562,human2_lib2.final_cell_0067,ductal,indiv2
2566,human2_lib2.final_cell_0071,ductal,indiv2
2570,human2_lib2.final_cell_0075,ductal,indiv2
2571,human2_lib2.final_cell_0076,ductal,indiv2
2573,human2_lib2.final_cell_0078,ductal,indiv2
2575,human2_lib2.final_cell_0080,ductal,indiv2
2588,human2_lib2.final_cell_0093,ductal,indiv2
2605,human2_lib2.final_cell_0110,ductal,indiv2
2616,human2_lib2.final_cell_0121,ductal,indiv2
2622,human2_lib2.final_cell_0127,ductal,indiv2
2631,human2_lib2.final_cell_0136,ductal,indiv2
2641,human2_lib2.final_cell_0146,ductal,indiv2
2648,human2_lib2.final_cell_0153,ductal,indiv2
2652,human2_lib2.final_cell_0157,ductal,indiv2
2653,human2_lib2.final_cell_0158,ductal,indiv2
2656,human2_lib2.final_cell_0161,ductal,indiv2
2657,human2_lib2.final_cell_0162,ductal,indiv2
2664,human2_lib2.final_cell_0169,ductal,indiv2
2672,human2_lib2.final_cell_0177,ductal,indiv2
2682,human2_lib2.final_cell_0187,ductal,indiv2
2684,human2_lib2.final_cell_0189,ductal,indiv2
2686,human2_lib2.final_cell_0191,ductal,indiv2
2688,human2_lib2.final_cell_0193,ductal,indiv2
2692,human2_lib2.final_cell_0197,ductal,indiv2
2695,human2_lib2.final_cell_0200,ductal,indiv2
2700,human2_lib2.final_cell_0205,ductal,indiv2
2702,human2_lib2.final_cell_0207,ductal,indiv2
2709,human2_lib2.final_cell_0214,ductal,indiv2
2713,human2_lib2.final_cell_0218,ductal,indiv2
2715,human2_lib2.final_cell_0220,ductal,indiv2
2721,human2_lib2.final_cell_0226,ductal,indiv2
2728,human2_lib2.final_cell_0233,ductal,indiv2
2731,human2_lib2.final_cell_0236,ductal,indiv2
2735,human2_lib2.final_cell_0240,ductal,indiv2
2742,human2_lib2.final_cell_0247,ductal,indiv2
2767,human2_lib2.final_cell_0272,ductal,indiv2
2768,human2_lib2.final_cell_0273,ductal,indiv2
2772,human2_lib2.final_cell_0277,ductal,indiv2
2774,human2_lib2.final_cell_0279,ductal,indiv2
2775,human2_lib2.final_cell_0280,ductal,indiv2
2801,human2_lib2.final_cell_0306,ductal,indiv2
2809,human2_lib2.final_cell_0314,ductal,indiv2
2856,human2_lib2.final_cell_0361,ductal,indiv2
2857,human2_lib2.final_cell_0362,ductal,indiv2
2860,human2_lib2.final_cell_0365,ductal,indiv2
2864,human2_lib2.final_cell_0369,ductal,indiv2
2871,human2_lib2.final_cell_0376,ductal,indiv2
2876,human2_lib2.final_cell_0381,ductal,indiv2
2878,human2_lib2.final_cell_0383,ductal,indiv2
2879,human2_lib2.final_cell_0384,ductal,indiv2
2883,human2_lib2.final_cell_0388,ductal,indiv2
2886,human2_lib2.final_cell_0391,ductal,indiv2
2888,human2_lib2.final_cell_0393,ductal,indiv2
2898,human2_lib2.final_cell_0403,ductal,indiv2
2905,human2_lib2.final_cell_0410,ductal,indiv2
2915,human2_lib2.final_cell_0420,ductal,indiv2
2933,human2_lib2.final_cell_0438,ductal,indiv2
2938,human2_lib2.final_cell_0443,ductal,indiv2
2958,human2_lib2.final_cell_0463,ductal,indiv2
2963,human2_lib2.final_cell_0468,ductal,indiv2
2994,human2_lib2.final_cell_0499,ductal,indiv2
2996,human2_lib2.final_cell_0501,ductal,indiv2
3005,human2_lib2.final_cell_0510,ductal,indiv2
3009,human2_lib2.final_cell_0514,ductal,indiv2
3017,human2_lib2.final_cell_0522,ductal,indiv2
3018,human2_lib2.final_cell_0523,ductal,indiv2
3025,human2_lib2.final_cell_0530,ductal,indiv2
3031,human2_lib2.final_cell_0536,ductal,indiv2
3046,human2_lib2.final_cell_0551,ductal,indiv2
3050,human2_lib2.final_cell_0555,ductal,indiv2
3058,human2_lib2.final_cell_0563,ductal,indiv2
3061,human2_lib2.final_cell_0566,ductal,indiv2
3069,human2_lib2.final_cell_0574,ductal,indiv2
3075,human2_lib2.final_cell_0580,ductal,indiv2
3091,human2_lib2.final_cell_0596,ductal,indiv2
3094,human2_lib2.final_cell_0599,ductal,indiv2
3100,human2_lib3.final_cell_0005,ductal,indiv2
3103,human2_lib3.final_cell_0008,ductal,indiv2
3106,human2_lib3.final_cell_0011,ductal,indiv2
3108,human2_lib3.final_cell_0013,ductal,indiv2
3110,human2_lib3.final_cell_0015,ductal,indiv2
3112,human2_lib3.final_cell_0017,ductal,indiv2
3113,human2_lib3.final_cell_0018,ductal,indiv2
3122,human2_lib3.final_cell_0027,ductal,indiv2
3123,human2_lib3.final_cell_0028,ductal,indiv2
3124,human2_lib3.final_cell_0029,ductal,indiv2
3125,human2_lib3.final_cell_0030,ductal,indiv2
3131,human2_lib3.final_cell_0036,ductal,indiv2
3153,human2_lib3.final_cell_0058,ductal,indiv2
3159,human2_lib3.final_cell_0064,ductal,indiv2
3173,human2_lib3.final_cell_0078,ductal,indiv2
3175,human2_lib3.final_cell_0080,ductal,indiv2
3176,human2_lib3.final_cell_0081,ductal,indiv2
3181,human2_lib3.final_cell_0086,ductal,indiv2
3186,human2_lib3.final_cell_0091,ductal,indiv2
3187,human2_lib3.final_cell_0092,ductal,indiv2
3198,human2_lib3.final_cell_0103,ductal,indiv2
3206,human2_lib3.final_cell_0111,ductal,indiv2
3207,human2_lib3.final_cell_0112,ductal,indiv2
3209,human2_lib3.final_cell_0114,ductal,indiv2
3210,human2_lib3.final_cell_0115,ductal,indiv2
3214,human2_lib3.final_cell_0119,ductal,indiv2
3220,human2_lib3.final_cell_0125,ductal,indiv2
3239,human2_lib3.final_cell_0144,ductal,indiv2
3243,human2_lib3.final_cell_0148,ductal,indiv2
3251,human2_lib3.final_cell_0156,ductal,indiv2
3253,human2_lib3.final_cell_0158,ductal,indiv2
3257,human2_lib3.final_cell_0162,ductal,indiv2
3262,human2_lib3.final_cell_0167,ductal,indiv2
3263,human2_lib3.final_cell_0168,ductal,indiv2
3264,human2_lib3.final_cell_0169,ductal,indiv2
3265,human2_lib3.final_cell_0170,ductal,indiv2
3268,human2_lib3.final_cell_0173,ductal,indiv2
3282,human2_lib3.final_cell_0187,ductal,indiv2
3286,human2_lib3.final_cell_0191,ductal,indiv2
3291,human2_lib3.final_cell_0196,ductal,indiv2
3293,human2_lib3.final_cell_0198,ductal,indiv2
3299,human2_lib3.final_cell_0204,ductal,indiv2
3304,human2_lib3.final_cell_0209,ductal,indiv2
3312,human2_lib3.final_cell_0217,ductal,indiv2
3324,human2_lib3.final_cell_0229,ductal,indiv2
3328,human2_lib3.final_cell_0233,ductal,indiv2
3332,human2_lib3.final_cell_0237,ductal,indiv2
3333,human2_lib3.final_cell_0238,ductal,indiv2
3349,human2_lib3.final_cell_0254,ductal,indiv2
3363,human2_lib3.final_cell_0268,ductal,indiv2
3364,human2_lib3.final_cell_0269,ductal,indiv2
3369,human2_lib3.final_cell_0274,ductal,indiv2
3376,human2_lib3.final_cell_0281,ductal,indiv2
3392,human2_lib3.final_cell_0297,ductal,indiv2
3393,human2_lib3.final_cell_0298,ductal,indiv2
3403,human2_lib3.final_cell_0308,ductal,indiv2
3407,human2_lib3.final_cell_0312,ductal,indiv2
3410,human2_lib3.final_cell_0315,ductal,indiv2
3413,human2_lib3.final_cell_0318,ductal,indiv2
3418,human2_lib3.final_cell_0323,ductal,indiv2
3422,human2_lib3.final_cell_0327,ductal,indiv2
3423,human2_lib3.final_cell_0328,ductal,indiv2
3427,human2_lib3.final_cell_0332,ductal,indiv2
3430,human2_lib3.final_cell_0335,ductal,indiv2
3436,human2_lib3.final_cell_0341,ductal,indiv2
3447,human2_lib3.final_cell_0352,ductal,indiv2
3451,human2_lib3.final_cell_0356,ductal,indiv2
3462,human2_lib3.final_cell_0367,ductal,indiv2
3464,human2_lib3.final_cell_0369,ductal,indiv2
3466,human2_lib3.final_cell_0371,ductal,indiv2
3473,human2_lib3.final_cell_0378,ductal,indiv2
3478,human2_lib3.final_cell_0383,ductal,indiv2
3483,human2_lib3.final_cell_0388,ductal,indiv2
3487,human2_lib3.final_cell_0392,ductal,indiv2
3490,human2_lib3.final_cell_0395,ductal,indiv2
3513,human2_lib3.final_cell_0418,ductal,indiv2
3517,human2_lib3.final_cell_0422,ductal,indiv2
3522,human2_lib3.final_cell_0427,ductal,indiv2
3530,human2_lib3.final_cell_0435,ductal,indiv2
3535,human2_lib3.final_cell_0440,ductal,indiv2
3540,human2_lib3.final_cell_0445,ductal,indiv2
3543,human2_lib3.final_cell_0448,ductal,indiv2
3545,human2_lib3.final_cell_0450,ductal,indiv2
3555,human2_lib3.final_cell_0460,ductal,indiv2
3562,human2_lib3.final_cell_0467,ductal,indiv2
3563,human2_lib3.final_cell_0468,ductal,indiv2
3568,human2_lib3.final_cell_0473,ductal,indiv2
3569,human2_lib3.final_cell_0474,ductal,indiv2
3573,human2_lib3.final_cell_0478,ductal,indiv2
3575,human2_lib3.final_cell_0480,ductal,indiv2
3582,human2_lib3.final_cell_0487,ductal,indiv2
3585,human2_lib3.final_cell_0490,ductal,indiv2
3600,human2_lib3.final_cell_0505,ductal,indiv2
3601,human2_lib3.final_cell_0506,ductal,indiv2
3602,human2_lib3.final_cell_0507,ductal,indiv2
3605,human2_lib3.final_cell_0510,ductal,indiv2
3607,human2_lib3.final_cell_0512,ductal,indiv2
3624,human2_lib3.final_cell_0529,ductal,indiv2
3635,human2_lib3.final_cell_0540,ductal,indiv2
3644,human2_lib3.final_cell_0549,ductal,indiv2
3647,human2_lib3.final_cell_0552,ductal,indiv2
3658,human2_lib3.final_cell_0563,ductal,indiv2
162,human1_lib1.final_cell_0163,gamma,indiv1
196,human1_lib1.final_cell_0197,gamma,indiv1
221,human1_lib1.final_cell_0222,gamma,indiv1
255,human1_lib1.final_cell_0256,gamma,indiv1
264,human1_lib1.final_cell_0265,gamma,indiv1
276,human1_lib1.final_cell_0277,gamma,indiv1
300,human1_lib1.final_cell_0301,gamma,indiv1
307,human1_lib1.final_cell_0308,gamma,indiv1
312,human1_lib1.final_cell_0313,gamma,indiv1
351,human1_lib1.final_cell_0352,gamma,indiv1
353,human1_lib1.final_cell_0354,gamma,indiv1
361,human1_lib1.final_cell_0362,gamma,indiv1
366,human1_lib1.final_cell_0367,gamma,indiv1
372,human1_lib1.final_cell_0373,gamma,indiv1
387,human1_lib1.final_cell_0388,gamma,indiv1
402,human1_lib1.final_cell_0403,gamma,indiv1
420,human1_lib1.final_cell_0421,gamma,indiv1
425,human1_lib1.final_cell_0426,gamma,indiv1
430,human1_lib1.final_cell_0431,gamma,indiv1
453,human1_lib1.final_cell_0454,gamma,indiv1
475,human1_lib1.final_cell_0476,gamma,indiv1
